"word","prob1"
"003540 003462 003463",1
"003541",1
"003541 003543",1
"003541 003543 003453",1
"003542",1
"003542 003445",1
"003542 003445 003446",1
"003543",1
"003543 003453",1
"003543 003453 003456",1
"003544",1
"003544 003448",1
"003544 003448 003449",1
"1 000 cooperative",1
"1 1 system",1
"1 3million",1
"1 3million school",1
"1 5 million",1
"1 a current",1
"1 above comfortable",1
"1 assisting",1
"1 assisting in",1
"1 associateâ€™s",1
"1 associateâ€™s degree",1
"1 class",1
"1 class 2",1
"1 completion",1
"1 completion of",1
"1 conduct interviews",1
"1 conduct outreach",1
"1 create and",1
"1 create basic",1
"1 determining",1
"1 determining whether",1
"1 dispatch",1
"1 dispatch elevator",1
"1 drive",1
"1 drive development",1
"1 education",1
"1 education and",1
"1 education requirement",1
"1 excellent interpersonal",1
"1 full",1
"1 full time",1
"1 graduation",1
"1 graduation from",1
"1 health",1
"1 health consequences",1
"1 heating",1
"1 heating plant",1
"1 identifying",1
"1 identifying rental",1
"1 manage caseload",1
"1 month",1
"1 month of",1
"1 must",1
"1 must possess",1
"1 network",1
"1 network support",1
"1 operate",1
"1 operate and",1
"1 paper",1
"1 paper based",1
"1 part",1
"1 part time",1
"1 prepare fill",1
"1 produce",1
"1 produce statistics",1
"1 setting",1
"1 setting up",1
"1 six months",1
"1 sixty",1
"1 sixty credits",1
"1 statistical",1
"1 statistical analysis",1
"1 system",1
"1 system including",1
"1 the",1
"1 the candidate",1
"1 the identification",1
"1 there",1
"1 there are",1
"1 this",1
"1 this position",1
"1 will",1
"1 will provide",1
"10 assist",1
"10 assist with",1
"10 billion",1
"10 billion in",1
"10 lbs",1
"10 lbs as",1
"10 lbs the",1
"10 prepare and",1
"100 000 of",1
"100 100",1
"100 100 reconciles",1
"100 key",1
"100 key strokes",1
"100 reconciles",1
"100 reconciles interview",1
"100 years",1
"100 years acting",1
"100 years duties",1
"106",1
"106 and",1
"106 and chapter",1
"11 assist",1
"11 assist property",1
"1133",1
"1133 and",1
"1133 and chapter",1
"115 investigators",1
"115 investigators new",1
"12 attend",1
"12 attend staff",1
"12 lead",1
"12 lead electrocardiograms",1
"123under",1
"123under supervision",1
"123under supervision performs",1
"123working",1
"123working in",1
"123working in the",1
"13 of title",1
"14 106",1
"14 106 and",1
"14 different",1
"14 different license",1
"14 million",1
"14 million allocation",1
"15 college",1
"15 college semester",1
"15 million square",1
"150 apartments",1
"150 apartments performing",1
"17 hours",1
"17 hours during",1
"170",1
"170 000",1
"170 000 licensees",1
"175",1
"175 keystrokes",1
"175 keystrokes proficient",1
"175 years",1
"175 years the",1
"180 borden",1
"180 borden 100",1
"1800",1
"1800 public",1
"1800 public and",1
"1978",1
"1978 uniform",1
"1978 uniform guidelines",1
"1999",1
"1999 and",1
"1999 and the",1
"1b junior",1
"1b junior senior",1
"1st year",1
"1st year of",1
"2 3 days",1
"2 3 small",1
"2 3 years",1
"2 500 providers",1
"2 a motor",1
"2 above 1",1
"2 above â€¢",1
"2 above additional",1
"2 above null",1
"2 above nulldoitt",1
"2 above patient",1
"2 above to",1
"2 above undergraduate",1
"2 analyze the",1
"2 assist with",1
"2 assisting",1
"2 assisting in",1
"2 candidates",1
"2 candidates must",1
"2 class",1
"2 class 4",1
"2 conduct home",1
"2 conducting",1
"2 conducting wtc",1
"2 data",1
"2 data cleansing",1
"2 diabetes",1
"2 diabetes seen",1
"2 due",1
"2 due to",1
"2 dynamic highly",1
"2 excellent oral",1
"2 experience processing",1
"2 gather",1
"2 gather copy",1
"2 good",1
"2 good interpersonal",1
"2 heating",1
"2 heating plant",1
"2 hour",1
"2 hour mandatory",1
"2 individuals",1
"2 individuals serving",1
"2 major",1
"2 major study",1
"2 meet",1
"2 meet benjamin",1
"2 merge",1
"2 merge manipulate",1
"2 mix",1
"2 mix paint",1
"2 monitoring",1
"2 monitoring the",1
"2 must",1
"2 must be",1
"2 part",1
"2 part time",1
"2 pick",1
"2 pick up",1
"2 possess",1
"2 possess a",1
"2 record",1
"2 record information",1
"2 research",1
"2 research tax",1
"2 respond",1
"2 respond to",1
"2 reviewing",1
"2 reviewing and",1
"2 schedule",1
"2 schedule meetings",1
"2 selection",1
"2 selection of",1
"2 six",1
"2 six months",1
"2 stand",1
"2 stand watch",1
"2 strong customer",1
"2 the",1
"2 the development",1
"2 there",1
"2 there are",1
"2 thirty",1
"2 thirty credits",1
"2 year",1
"2 year commitment",1
"20 30",1
"20 30 35",1
"20 words",1
"20 words per",1
"2000 hepatitis",1
"2000 hepatitis b",1
"2000 ohis",1
"2000 ohis has",1
"2003 as",1
"2003 as well",1
"2010 dcas",1
"2010 dcas asset",1
"2010 the",1
"2010 the new",1
"2014 as",1
"2014 as summer",1
"2014 minimum",1
"2014 minimum qualification",1
"21",1
"21 million",1
"21 million square",1
"21 years",1
"21 years of",1
"2270",1
"2270 2271",1
"2270 2271 as",1
"2271",1
"2271 as",1
"2271 as of",1
"24 hour operation",1
"28 city",1
"28 city custodial",1
"29 000",1
"29 000 acres",1
"29 20",1
"29 20 30",1
"29 425",1
"29 425 30",1
"29 6004",1
"29 6004 hiring",1
"2936",1
"2936 and",1
"2936 and pouch",1
"2a",1
"2a 2b",1
"2a 2b and",1
"2b",1
"2b and",1
"2b and 2c",1
"2c",1
"2c above",1
"2c above are",1
"2nd year",1
"2nd year or",1
"3 0 relevant",1
"3 above the",1
"3 access",1
"3 access the",1
"3 analysis",1
"3 analysis of",1
"3 apply",1
"3 apply paint",1
"3 as",1
"3 as well",1
"3 assist in",1
"3 assisting",1
"3 assisting in",1
"3 clerical",1
"3 clerical associate",1
"3 communicates",1
"3 communicates effectively",1
"3 computer",1
"3 computer proficiency",1
"3 conduct geographic",1
"3 days",1
"3 days a",1
"3 days per",1
"3 ensure",1
"3 ensure work",1
"3 good",1
"3 good typing",1
"3 high",1
"3 high school",1
"3 maintain",1
"3 maintain adjust",1
"3 monitor the",1
"3 months they",1
"3 operates",1
"3 operates general",1
"3 p",1
"3 p m",1
"3 perform",1
"3 perform data",1
"3 perform studies",1
"3 practical",1
"3 practical knowledge",1
"3 prepare apartments",1
"3 rental",1
"3 rental program",1
"3 review properties",1
"3 searching",1
"3 searching for",1
"3 selected",1
"3 selected candidate",1
"3 small",1
"3 small medical",1
"3 strong organizational",1
"3 the candidate",1
"3 to be",1
"3 unit",1
"3 unit testingas",1
"3 will",1
"3 will assist",1
"3 years internal",1
"30 35",1
"30 35 hours",1
"30 plus",1
"30 plus words",1
"30 reports",1
"30 reports â€¢",1
"3011",1
"3011 of",1
"3011 of the",1
"311 and other",1
"311 and public",1
"32",1
"32 5605",1
"32 5605 35",1
"35 8166",1
"35 8166 the",1
"35 hour",1
"35 hour work",1
"35 hours",1
"35 hours during",1
"35 hours part",1
"35 words",1
"35 words per",1
"38 436",1
"38 436 plus",1
"38 chapter",1
"38 chapter 13",1
"38 of",1
"38 of the",1
"3million",1
"3million school",1
"3million school children",1
"3p",1
"3p m",1
"3p m to",1
"3rd year",1
"3rd year in",1
"3rd year of",1
"4 analysis",1
"4 analysis of",1
"4 and",1
"4 and citywide",1
"4 apply",1
"4 apply plaster",1
"4 assist with",1
"4 basic",1
"4 basic computer",1
"4 bilingual",1
"4 bilingual a",1
"4 counsel",1
"4 counsel residents",1
"4 create",1
"4 create a",1
"4 ensure completion",1
"4 experience providing",1
"4 keep",1
"4 keep logs",1
"4 merge",1
"4 merge manipulate",1
"4 performing",1
"4 performing other",1
"4 print",1
"4 print elevator",1
"4 provide",1
"4 provide assistance",1
"4 report production",1
"4 there",1
"4 there are",1
"4 verify",1
"4 verify income",1
"4 working with",1
"425",1
"425 30",1
"425 30 35",1
"436",1
"436 plus",1
"436 plus generous",1
"47",1
"47 and",1
"47 and provides",1
"49",1
"49 section",1
"49 section 1133",1
"5 assist",1
"5 assist in",1
"5 assist with",1
"5 assists",1
"5 assists in",1
"5 boroughs the",1
"5 design",1
"5 design a",1
"5 ensure accuracy",1
"5 ensure efficient",1
"5 evaluate documentation",1
"5 excels",1
"5 excels in",1
"5 million patients",1
"5 refer",1
"5 refer and",1
"5 section",1
"5 section 8",1
"5 semester",1
"5 semester credits",1
"5 special",1
"5 special administrative",1
"5 work",1
"5 work on",1
"5 year",1
"5 year grant",1
"50 lbs",1
"50 lbs 1",1
"50 words",1
"50 words per",1
"500 000",1
"500 000 daily",1
"500 providers",1
"500 providers pcip",1
"55 city",1
"55 city owned",1
"5605",1
"5605 35",1
"5605 35 8166",1
"6 advocate",1
"6 advocate for",1
"6 attend",1
"6 attend hearings",1
"6 communicate",1
"6 communicate with",1
"6 including",1
"6 including acrobat",1
"6 maintain",1
"6 maintain computer",1
"6 months approximately",1
"6 months shall",1
"6 performs",1
"6 performs moderately",1
"6 rig",1
"6 rig lines",1
"6 scan",1
"6 scan documents",1
"6 self",1
"6 self motivated",1
"6 test",1
"6 test and",1
"6 years no",1
"60 college",1
"60 college credits",1
"60 college level",1
"60 pounds the",1
"600 000 new",1
"600 ambulatory",1
"600 ambulatory practices",1
"600 practices",1
"600 practices and",1
"6004",1
"6004 hiring",1
"6004 hiring rate",1
"625 users",1
"625 users assigned",1
"650 hours",1
"650 hours computer",1
"7 000 complaints",1
"7 access",1
"7 access electronic",1
"7 analysis",1
"7 analysis of",1
"7 data",1
"7 data gathering",1
"7 operating",1
"7 operating systems",1
"7 proficient",1
"7 proficient in",1
"7 report",1
"7 report cases",1
"7 support",1
"7 support the",1
"72 section",1
"72 section 3011",1
"73",1
"73 infectious",1
"73 infectious diseases",1
"750 feeding",1
"750 feeding sites",1
"750 million each",1
"750 sites",1
"750 sites explaining",1
"8 assist with",1
"8 clients",1
"8 clients and",1
"8 data",1
"8 data verification",1
"8 database",1
"8 database and",1
"8 program case",1
"8 programs",1
"8 programs 3",1
"8 refer",1
"8 refer cases",1
"8 system",1
"8 system and",1
"8166",1
"8166 the",1
"8166 the department",1
"9 discrete",1
"9 discrete locations",1
"9 documentation",1
"9 documentation of",1
"9 follow",1
"9 follow up",1
"98",1
"98 million",1
"98 million for",1
"a 14",1
"a 14 million",1
"a 2 hour",1
"a 2 year",1
"a 35",1
"a 35 hour",1
"a 5 year",1
"a a one",1
"a a valid",1
"a borough analyst",1
"a borough based",1
"a brush",1
"a brush or",1
"a brush roller",1
"a budget associate",1
"a business or",1
"a business related",1
"a calm pleasant",1
"a cashier",1
"a cashier a",1
"a central database",1
"a central intake",1
"a certificate to",1
"a chemical",1
"a chemical processing",1
"a chief consulting",1
"a citizen",1
"a citizen of",1
"a city custodial",1
"a clerical associate",1
"a clerk",1
"a clerk or",1
"a client services",1
"a clinician",1
"a clinician within",1
"a collection",1
"a collection agency",1
"a college aide",1
"a collegial",1
"a collegial workplace",1
"a commercial industrial",1
"a community mental",1
"a community or",1
"a community organization",1
"a community support",1
"a comparable",1
"a comparable position",1
"a comprehensive stream",1
"a computer conduct",1
"a computer for",1
"a computerized data",1
"a consistent and",1
"a continuum",1
"a continuum of",1
"a correctional counselor",1
"a correctional facility",1
"a course",1
"a course involving",1
"a course of",1
"a creative and",1
"a criminalist level",1
"a culturally",1
"a culturally diverse",1
"a cure senior",1
"a current license",1
"a current list",1
"a customer information",1
"a daily weekly",1
"a data associate",1
"a dcas",1
"a dcas officer",1
"a desktop",1
"a desktop support",1
"a detailed report",1
"a development or",1
"a dialogue",1
"a dialogue with",1
"a district",1
"a district profile",1
"a division of",1
"a dynamic college",1
"a dynamic group",1
"a fast learner",1
"a fee",1
"a fee to",1
"a file",1
"a file management",1
"a fire",1
"a fire safety",1
"a firearm",1
"a firearm for",1
"a fiscal",1
"a fiscal department",1
"a flexible",1
"a flexible approach",1
"a for",1
"a for appointment",1
"a foreign",1
"a foreign language",1
"a four high",1
"a gasoline",1
"a gasoline or",1
"a gasoline roller",1
"a general",1
"a general audience",1
"a graduate student",1
"a great eye",1
"a health impairment",1
"a health inspector",1
"a health promotion",1
"a health team",1
"a hearing",1
"a hearing by",1
"a heavy",1
"a heavy case",1
"a high quality",1
"a highly matrix",1
"a highly visible",1
"a history",1
"a history dating",1
"a hospital clinic",1
"a interviewing",1
"a interviewing gathering",1
"a jail having",1
"a job placement",1
"a known",1
"a known release",1
"a laboratory technician",1
"a language",1
"a language in",1
"a large vehicle",1
"a large windows",1
"a licensee",1
"a licensee has",1
"a low",1
"a low pressure",1
"a major dep",1
"a mechanic journeyman",1
"a microcomputer",1
"a microcomputer creating",1
"a mission to",1
"a monthly forecast",1
"a monthly lease",1
"a monthly security",1
"a motion",1
"a motion to",1
"a motivated organized",1
"a must clerial",1
"a national certifying",1
"a needs",1
"a needs assessment",1
"a new procedural",1
"a noisy",1
"a noisy environment",1
"a nurse",1
"a nurse practitioner",1
"a nyc media",1
"a nys commercial",1
"a nys driverâ€™s",1
"a one page",1
"a package",1
"a package of",1
"a part time",1
"a path",1
"a path toward",1
"a patient",1
"a patient is",1
"a period",1
"a period of",1
"a permanent clerical",1
"a plus assist",1
"a plus ez",1
"a plus report",1
"a plus section",1
"a plus superior",1
"a plusopen",1
"a plusopen to",1
"a plusthe nyc",1
"a plusthe office",1
"a plusthe tax",1
"a plusto",1
"a plusto assist",1
"a plusunder supervision",1
"a positive demeanor",1
"a positive relationship",1
"a prevention",1
"a prevention outreach",1
"a probation",1
"a probation assistant",1
"a productive",1
"a productive member",1
"a professional appearance",1
"a project based",1
"a property tax",1
"a quick",1
"a quick learner",1
"a rapidly",1
"a rapidly expanding",1
"a recent",1
"a recent college",1
"a recognized park",1
"a recreation",1
"a recreation center",1
"a reference",1
"a reference guide",1
"a regional",1
"a regional accredited",1
"a register",1
"a register â€¢",1
"a related subspecialty",1
"a relevant field",1
"a reports",1
"a reports compile",1
"a requirement as",1
"a resident",1
"a resident of",1
"a resourceful",1
"a resourceful self",1
"a revenue",1
"a revenue collections",1
"a roving",1
"a roving team",1
"a safe comfortable",1
"a safe environment",1
"a sanitary",1
"a sanitary letter",1
"a satisfactory equivalentexcellent",1
"a scientific",1
"a scientific laboratory",1
"a seasonal",1
"a seasonal city",1
"a seasonal program",1
"a shelter",1
"a shelter applicants",1
"a similar",1
"a similar client",1
"a special officer",1
"a specialized unit",1
"a specialty",1
"a specialty area",1
"a specific course",1
"a standardized electronic",1
"a stateâ€™s education",1
"a stationary",1
"a stationary engineer",1
"a statistical program",1
"a status",1
"a status given",1
"a strong detail",1
"a strong facility",1
"a strong programmer",1
"a strong technical",1
"a structured report",1
"a student",1
"a student enrolled",1
"a student in",1
"a student matriculated",1
"a substantive",1
"a substantive entry",1
"a summer",1
"a summer intern",1
"a supervising public",1
"a surge",1
"a surge in",1
"a teacher",1
"a teacher performer",1
"a team â€¢",1
"a team excellent",1
"a technical architect",1
"a technician",1
"a technician in",1
"a test environment",1
"a to",1
"a to be",1
"a token",1
"a token clerk",1
"a tow",1
"a tow truck",1
"a u",1
"a u s",1
"a undergraduate",1
"a undergraduate intern",1
"a unified",1
"a unified inspection",1
"a uniform",1
"a uniform presence",1
"a valid board",1
"a valid nyc",1
"a valid remac",1
"a valid rmo",1
"a valuable",1
"a valuable summer",1
"a watch",1
"a watch and",1
"a website",1
"a website where",1
"a week depending",1
"a workflow",1
"a workflow for",1
"â€“ create",1
"â€“ create instruction",1
"â€“ development",1
"â€“ development of",1
"â€“ every",1
"â€“ every may",1
"â€“ providing",1
"â€“ providing high",1
"â€“ smart",1
"â€“ smart scriptâ€",1
"â€“findings",1
"â€“findings issuing",1
"â€“findings issuing referrals",1
"â€“public",1
"â€“public schools",1
"â€“public schools in",1
"â€¢ a citizen",1
"â€¢ a masterâ€™s",1
"â€¢ a resident",1
"â€¢ academic",1
"â€¢ academic degree",1
"â€¢ accepting",1
"â€¢ accepting and",1
"â€¢ additionally",1
"â€¢ additionally assignments",1
"â€¢ alert",1
"â€¢ alert practices",1
"â€¢ analyze departmental",1
"â€¢ analyze expenditure",1
"â€¢ answering",1
"â€¢ answering consumer",1
"â€¢ answering questions",1
"â€¢ answering telephone",1
"â€¢ arranging",1
"â€¢ arranging for",1
"â€¢ as directed",1
"â€¢ assemble",1
"â€¢ assemble statistical",1
"â€¢ assess and",1
"â€¢ assist clients",1
"â€¢ assist division",1
"â€¢ assist individuals",1
"â€¢ assist supervisors",1
"â€¢ assisting assistant",1
"â€¢ assisting with",1
"â€¢ assists in",1
"â€¢ assure proper",1
"â€¢ attend required",1
"â€¢ attending seminars",1
"â€¢ attends",1
"â€¢ attends administrative",1
"â€¢ attentive",1
"â€¢ attentive and",1
"â€¢ audit pleading",1
"â€¢ authorize the",1
"â€¢ background",1
"â€¢ background in",1
"â€¢ batching",1
"â€¢ batching case",1
"â€¢ be detail",1
"â€¢ be of",1
"â€¢ bilingual",1
"â€¢ bilingual in",1
"â€¢ binds",1
"â€¢ binds and",1
"â€¢ capable",1
"â€¢ capable of",1
"â€¢ catalogue",1
"â€¢ catalogue videos",1
"â€¢ check",1
"â€¢ check records",1
"â€¢ cleans",1
"â€¢ cleans wash",1
"â€¢ clerical",1
"â€¢ clerical experience",1
"â€¢ close",1
"â€¢ close attention",1
"â€¢ collaborating",1
"â€¢ collaborating on",1
"â€¢ collect and",1
"â€¢ comfortable with",1
"â€¢ command",1
"â€¢ command excellent",1
"â€¢ compile",1
"â€¢ compile analyze",1
"â€¢ compiles",1
"â€¢ compiles data",1
"â€¢ compiling and",1
"â€¢ complete all",1
"â€¢ complete analytical",1
"â€¢ completing",1
"â€¢ completing all",1
"â€¢ computer proficientdcas",1
"â€¢ conduct literature",1
"â€¢ conduct reconciliation",1
"â€¢ conducts inspections",1
"â€¢ conducts onsite",1
"â€¢ coordinate summer",1
"â€¢ creative and",1
"â€¢ data",1
"â€¢ data entry",1
"â€¢ deal with",1
"â€¢ delivering",1
"â€¢ delivering accurate",1
"â€¢ demonstrate dependability",1
"â€¢ design create",1
"â€¢ diagnose",1
"â€¢ diagnose and",1
"â€¢ distribute",1
"â€¢ distribute approved",1
"â€¢ distributing",1
"â€¢ distributing decisions",1
"â€¢ drivers",1
"â€¢ drivers license",1
"â€¢ duplicate",1
"â€¢ duplicate the",1
"â€¢ dusts",1
"â€¢ dusts removes",1
"â€¢ empties",1
"â€¢ empties waste",1
"â€¢ empty",1
"â€¢ empty waste",1
"â€¢ enforce safety",1
"â€¢ enforcing",1
"â€¢ enforcing laws",1
"â€¢ ensure a",1
"â€¢ ensuring policies",1
"â€¢ ensuring that",1
"â€¢ enter",1
"â€¢ enter data",1
"â€¢ entering",1
"â€¢ entering and",1
"â€¢ entering final",1
"â€¢ escort",1
"â€¢ escort individuals",1
"â€¢ evaluate budgetary",1
"â€¢ evaluating and",1
"â€¢ execute projects",1
"â€¢ experience querying",1
"â€¢ f93",1
"â€¢ f93 cons",1
"â€¢ fdny",1
"â€¢ fdny regulations",1
